RADICADO;TIPO DE CLIENTE;TIPO TRAMITE;SEGMENTO CLIENTE;COMENTARIO;CLASIFICACION;f
1-43549760509;DETRACTOR;Copia De Documentos Cartera;CLASICO;momento por el ninguno;SIN COMENTARIO;22
1-44689235215;DETRACTOR;Poderes Leasing;PREMIUM;ninguno momento el por;SIN COMENTARIO;22
1720214149637-24;DETRACTOR;Poderes Leasing;PREMIUM;ninguno por el momento;SIN COMENTARIO;22
1717613500570-74;DETRACTOR;Certificaciones Especiales;PREMIUM;por ninguno el momento;SIN COMENTARIO;22
1711480830021-59;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;ninguno por el momento;SIN COMENTARIO;22
POL-79810940;DETRACTOR;Poderes Leasing Call Center;CLASICO;ninguno el por momento;SIN COMENTARIO;22
1722468128634-36;DETRACTOR;Poderes Leasing;PREMIUM;ninguno por el momento;SIN COMENTARIO;22
01-79420341-6291;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM PLUS;por ninguno el momento;SIN COMENTARIO;22
1712176654714-38;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM PLUS;ninguno por el momento;SIN COMENTARIO;22
1701727608932-44;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;.QUE REVISEN EL SISTEMA;OTRO;23
1-39379200494;DETRACTOR;Levantamiento De Hipoteca;CLASICO;NINGUNO POR EL MOMENTO.;SIN COMENTARIO;23
CES-1087196582;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;EL PROCESO ES MUY LENTO;DEMORA TRAMITE;23
1712268158179-86;DETRACTOR;Certificaciones Especiales;CLASICO;NINGUNO POR EL MOMENTO.;SIN COMENTARIO;23
1712258945314-58;DETRACTOR;Certificaciones Especiales;INCLUSION;NINGUNO POR EL MOMENTO.;SIN COMENTARIO;23
1-42898788377;DETRACTOR;Poderes Leasing;PREMIUM;EL PROCESO FUE CONFUSO.;CLARIDAD INFORMACION;23
1-41975818373;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;NINGUNO POR EL MOMENTO.;SIN COMENTARIO;23
1-43303283386;DETRACTOR;Cambio De Condiciones(Disminucion De Plazo);CLASICO;MUY DEMORADO EL PROCESO;DEMORA TRAMITE;23
1-39379200494;DETRACTOR;Levantamiento De Hipoteca;CLASICO;ninguno por momento. el;SIN COMENTARIO;23
CES-1087196582;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;lento proceso es muy el;DEMORA TRAMITE;23
1712268158179-86;DETRACTOR;Certificaciones Especiales;CLASICO;ninguno por el momento.;SIN COMENTARIO;23
1712258945314-58;DETRACTOR;Certificaciones Especiales;INCLUSION;ninguno por el momento.;SIN COMENTARIO;23
1-42898788377;DETRACTOR;Poderes Leasing;PREMIUM;el confuso. fue proceso;CLARIDAD INFORMACION;23
1-41975818373;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;ninguno por el momento.;SIN COMENTARIO;23
1-43303283386;DETRACTOR;Cambio De Condiciones(Disminucion De Plazo);CLASICO;muy demorado el proceso;DEMORA TRAMITE;23
Ces-73006376;DETRACTOR;Certificaciones Especiales;CLASICO;Nunca recibi el producto;OTRO;24
Ces-79811896;DETRACTOR;Certificaciones Especiales;CLASICO;No he recibido respuesta;FALTA DE RESPUESTA;24
1-72267835;DETRACTOR;Poderes Leasing;CLASICO;NO FUE RESUELTA MI DUDA.;CLARIDAD INFORMACION;24
CES-80204854;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;LOS TIEMPOS DE RESPUESTA;DEMORA TRAMITE;24
1-40547697354;DETRACTOR;Copia De Documentos Cartera;INCLUSION;UN TIEMPO SUPER DEMORADO;DEMORA TRAMITE;24
1-42420566991;DETRACTOR;Copia De Documentos Cartera;CLASICO;NO HE RECIBIDO RESPUESTA;FALTA DE RESPUESTA;24
Ces-79811896;DETRACTOR;Certificaciones Especiales;CLASICO;no he recibido respuesta;FALTA DE RESPUESTA;24
1-72267835;DETRACTOR;Poderes Leasing;CLASICO;no duda. resuelta mi fue;CLARIDAD INFORMACION;24
CES-80204854;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;respuesta tiempos de los;DEMORA TRAMITE;24
1-40547697354;DETRACTOR;Copia De Documentos Cartera;INCLUSION;super tiempo un demorado;DEMORA TRAMITE;24
1-42420566991;DETRACTOR;Copia De Documentos Cartera;CLASICO;respuesta he recibido no;FALTA DE RESPUESTA;24
Ces-19439820;DETRACTOR;Certificaciones Especiales;CLASICO;Llevo 2 meses sin tarjeta;OTRO;25
1-38277755984;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;El envio fue muy demorado;DEMORA TRAMITE;25
1-38277755984;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;el envio fue muy demorado;DEMORA TRAMITE;25
1-35844508398;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;QUE LE DEN MAS INFORMACION;CLARIDAD INFORMACION;26
1701178222196-67;DETRACTOR;Poderes Leasing;PREMIUM PLUS;NO TENGO NADA PARA APORTAR;SIN COMENTARIO;26
1-43447055325;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;NO INDICA ALGUN COMENTARIO;SIN COMENTARIO;26
1715885341944-15;DETRACTOR;Cambio De Condiciones(Subarrendamiento);PREMIUM;NO INDICA ALGUN COMENTARIO;SIN COMENTARIO;26
1-35844508398;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;mas le den que informacion;CLARIDAD INFORMACION;26
1701178222196-67;DETRACTOR;Poderes Leasing;PREMIUM PLUS;no tengo nada para aportar;SIN COMENTARIO;26
1-43447055325;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;no indica comentario algun;SIN COMENTARIO;26
1715885341944-15;DETRACTOR;Cambio De Condiciones(Subarrendamiento);PREMIUM;no comentario algun indica;SIN COMENTARIO;26
1686001807676-56;DETRACTOR;Levantamiento De Hipoteca;CLASICO;nunca me llego la escritura;ENTREGA DOCUMENTOS;27
1698102533383-83;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;.MUCHA DEMORA EN EL PROCESO;DEMORA TRAMITE;27
1-39738067793;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;AU NO LE HAN DADO RESPUESTA;DEMORA TRAMITE;27
1-38563104412;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM;SE TARDO MAS DE LO ESPERADO;DEMORA TRAMITE;27
1686001807676-56;DETRACTOR;Levantamiento De Hipoteca;CLASICO;nunca me llego la escritura;ENTREGA DOCUMENTOS;27
1698102533383-83;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;.mucha demora el en proceso;DEMORA TRAMITE;27
1-39738067793;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;no dado le han au respuesta;DEMORA TRAMITE;27
1-38563104412;DETRACTOR;Perfeccionamiento De Leasing;PREMIUM;de tardo mas esperado lo se;DEMORA TRAMITE;27
CES-72314530;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO SE SOLUCIONA LA SOLICITUD;FALTA DE RESPUESTA;28
CES-72314530;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;soluciona se no la solicitud;FALTA DE RESPUESTA;28
1-38407808685;DETRACTOR;Copia De Documentos Cartera;CLASICO;no han resuelto requerimiento;FALTA DE RESPUESTA;29
1705511859945-91;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;HAY PROBLEMA CON LAS OFICINAS;OTRO;29
1-38407808685;DETRACTOR;Copia De Documentos Cartera;CLASICO;no han resuelto requerimiento;FALTA DE RESPUESTA;29
Ces-3152538084;DETRACTOR;Certificaciones Especiales;CLASICO;No llego mi tarjeta de credito;OTRO;30
Ces-6625373;DETRACTOR;Certificaciones Especiales;CLASICO;Nada que me dan mi paz y salvo;DEMORA TRAMITE;30
POL-94319421;DETRACTOR;Poderes Leasing Call Center;PREMIUM;NO ME ENVIARON LO QUE SOLICITE;ENTREGA DOCUMENTOS;30
1-45429201529;DETRACTOR;Copia De Documentos Cartera;CLASICO;NO ME RESOLVIERON MI SOLICITUD;FALTA DE RESPUESTA;30
Ces-6625373;DETRACTOR;Certificaciones Especiales;CLASICO;nada me mi dan que paz y salvo;DEMORA TRAMITE;30
POL-94319421;DETRACTOR;Poderes Leasing Call Center;PREMIUM;no me enviaron lo solicite que;ENTREGA DOCUMENTOS;30
1-45429201529;DETRACTOR;Copia De Documentos Cartera;CLASICO;resolvieron me no mi solicitud;FALTA DE RESPUESTA;30
1675089895771-68;DETRACTOR;Levantamiento De Hipoteca;CLASICO;No tuve suficiente informacion.;CLARIDAD INFORMACION;31
Ces-52333075;DETRACTOR;Certificaciones Especiales;CLASICO;Que atiendan cuando lo necesito;DEMORA TRAMITE;31
1691701517852-78;DETRACTOR;Certificaciones Especiales;CLASICO;Aun no he recibido el documento;FALTA DE RESPUESTA;31
1-37928673505;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;SI ES MUY DEMORADA LA RESPUESTA;DEMORA TRAMITE;31
CES-39624249;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NUNCA DAN UNA RESPUESTA CLARA .;CLARIDAD INFORMACION;31
POL-1020713820;DETRACTOR;Poderes Leasing Call Center;PREMIUM;ES PESIMO EL SISTEMA QUE TIENEN;OTRO;31
1-43553648230;DETRACTOR;Copia De Documentos Cartera;CLASICO;ESTOY PENDIENTE DE LA SOLICITUD;FALTA DE RESPUESTA;31
Ces-52333075;DETRACTOR;Certificaciones Especiales;CLASICO;que atiendan cuando lo necesito;DEMORA TRAMITE;31
1691701517852-78;DETRACTOR;Certificaciones Especiales;CLASICO;aun no he documento el recibido;FALTA DE RESPUESTA;31
1-37928673505;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;si es demorada muy la respuesta;DEMORA TRAMITE;31
CES-39624249;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;dan nunca una respuesta clara .;CLARIDAD INFORMACION;31
1-43553648230;DETRACTOR;Copia De Documentos Cartera;CLASICO;estoy pendiente de la solicitud;FALTA DE RESPUESTA;31
1673452038862-63;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;me quedo faltando las escrituras;ENTREGA DOCUMENTOS;32
1685720931973-75;DETRACTOR;Levantamiento De Hipoteca;CLASICO;*mas comunicacion con el cliente;CLARIDAD INFORMACION;32
1673452038862-63;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;faltando quedo me las escrituras;ENTREGA DOCUMENTOS;32
1685720931973-75;DETRACTOR;Levantamiento De Hipoteca;CLASICO;*mas comunicacion con el cliente;CLARIDAD INFORMACION;32
1695677297186-00;DETRACTOR;Levantamiento De Hipoteca;CLASICO;Atencion super especial. Gracias.;OTRO;33
1706718816528-23;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;EL PROCESO FUE DEMASIADO DEMORADO;DEMORA TRAMITE;33
POL-1032378523;DETRACTOR;Poderes Leasing Call Center;CLASICO;TODOS LOS DIAS ME ESTA AUMENTANDO;CLARIDAD INFORMACION;33
01-63431507-5262;DETRACTOR;Poderes Leasing;PREMIUM;SER MAS CLAROS CON LA INFORMACION;CLARIDAD INFORMACION;33
1706718816528-23;DETRACTOR;Levantamiento De Hipoteca;PREMIUM PLUS;el proceso fue demasiado demorado;DEMORA TRAMITE;33
POL-1032378523;DETRACTOR;Poderes Leasing Call Center;CLASICO;todos los dias esta me aumentando;CLARIDAD INFORMACION;33
01-63431507-5262;DETRACTOR;Poderes Leasing;PREMIUM;con mas claros ser la informacion;CLARIDAD INFORMACION;33
1661183037438-34;DETRACTOR;Levantamiento De Hipoteca;CLASICO;Que se nos de los pasos mas claros;CLARIDAD INFORMACION;34
1668625167556-15;DETRACTOR;Levantamiento De Hipoteca;CLASICO;QUE LAS RESPUESTAS SEAN MAS AGILES;DEMORA TRAMITE;34
1712079065689-42;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;PRONTITUD EN RECIBIR LAS NOVEDADES;FALTA DE RESPUESTA;34
CES-52888137;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;AUN NO HE RECIBIDO MI PAZ Y SALVO.;ENTREGA DOCUMENTOS;34
1668625167556-15;DETRACTOR;Levantamiento De Hipoteca;CLASICO;que las respuestas mas sean agiles;DEMORA TRAMITE;34
1712079065689-42;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;prontitud en recibir las novedades;FALTA DE RESPUESTA;34
CES-52888137;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;aun no he recibido mi paz y salvo.;ENTREGA DOCUMENTOS;34
Ces-1012368626;DETRACTOR;Certificaciones Especiales;PREMIUM;Davivienda se burla de sus clientes;OTRO;35
1-35196776410;DETRACTOR;Levantamiento De Hipoteca;CLASICO;no se en que proceso esta el tramite;FALTA DE RESPUESTA;36
1684273238905-09;DETRACTOR;Certificaciones Especiales;CLASICO;No me dieron la informacion completa;CLARIDAD INFORMACION;36
CES-16842904;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NUNCA ME LLEGO LA TARJETA DE CREDITO;OTRO;36
CES-79005093;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;AUN ESTOY ESPERANDO SOLUCION GRACIAS;FALTA DE RESPUESTA;36
CES-1144038417;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;NO ME ENVIARON NINGUNA CERTIFICACION;FALTA DE RESPUESTA;36
1-35196776410;DETRACTOR;Levantamiento De Hipoteca;CLASICO;no en proceso que se esta el tramite;FALTA DE RESPUESTA;36
1684273238905-09;DETRACTOR;Certificaciones Especiales;CLASICO;me no dieron la informacion completa;CLARIDAD INFORMACION;36
CES-79005093;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;aun estoy esperando solucion gracias;FALTA DE RESPUESTA;36
CES-1144038417;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;no me enviaron ninguna certificacion;FALTA DE RESPUESTA;36
Ces-1112466352;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;No me dieron la informacion adecuada.;CLARIDAD INFORMACION;37
POL-59673598;DETRACTOR;Poderes Leasing Call Center;PREMIUM;.QUE CONTESTEN EL CHAT Y QUE ATIENDAN;OTRO;37
1706545934401-07;DETRACTOR;Poderes Leasing;PREMIUM;QUE SEAN MAS AGILES EN LAS RESPUESTAS;CLARIDAD INFORMACION;37
CES-80751579;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MUY DEMORADOS PARA DAR UN PAZ Y SALVO;DEMORA TRAMITE;37
1-45380004099;DETRACTOR;Cambio De Condiciones(Cambio De Moneda);CLASICO;.ME GUSTA CUANDO ME CAMBIAN LA MONEDA;OTRO;37
Ces-1112466352;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no me adecuada. la informacion dieron;CLARIDAD INFORMACION;37
1706545934401-07;DETRACTOR;Poderes Leasing;PREMIUM;que en mas agiles sean las respuestas;CLARIDAD INFORMACION;37
CES-80751579;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;paz demorados para dar un muy y salvo;DEMORA TRAMITE;37
1663867960852-18;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;muy demorado el tramite con la notaria;DEMORA TRAMITE;38
Ces-50939665;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Todavia sigo Esperando el paz 7 salvos;ENTREGA DOCUMENTOS;38
CES-53094427;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MUY MAL SERVICIO EN TODOS LOS ASPECTOS;INCONFORMIDAD SERVICIO;38
1-42060252241;DETRACTOR;Levantamiento De Hipoteca;CLASICO;ME GUSTARIA SABER EN QUE VA EL PROCESO;CLARIDAD INFORMACION;38
1663867960852-18;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;muy demorado el tramite con notaria la;DEMORA TRAMITE;38
Ces-50939665;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;todavia sigo salvos el paz 7 esperando;ENTREGA DOCUMENTOS;38
1-42060252241;DETRACTOR;Levantamiento De Hipoteca;CLASICO;me saber el en gustaria va que proceso;CLARIDAD INFORMACION;38
1666121142940-17;DETRACTOR;Levantamiento De Hipoteca;CLASICO;No llego la escritura todavia por favor;ENTREGA DOCUMENTOS;39
Ces-39762739;DETRACTOR;Certificaciones Especiales;PREMIUM PLUS;Aburrida con Davivienda a mas no poder.;INCONFORMIDAD SERVICIO;39
1687969975736-45;DETRACTOR;Levantamiento De Hipoteca;CLASICO;No me gusto el servicio de cien cuadras;INCONFORMIDAD SERVICIO;39
1687383931327-65;DETRACTOR;Levantamiento De Hipoteca;CLASICO;no quiero volver a saber nada del banco;INCONFORMIDAD SERVICIO;39
Ces-52822474;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;No conocen el concepto de omnicanalidad;INCONFORMIDAD SERVICIO;39
Ces-1094895192;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Cero estrategia de retencion al cliente;OTRO;39
CES-91078762;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO ME DIERON RESPUESTA ALO QUE SOLICITE;DEMORA TRAMITE;39
1699631428541-42;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;.EL TEMA DE EXPEDIENTES DE LOS PROCESOS;INCONFORMIDAD SERVICIO;39
CES-19103790;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;MAS EFICIENCIA EN EL PROCESO SOLICITADO;DEMORA TRAMITE;39
1-43483145219;DETRACTOR;Copia De Documentos Cartera;PREMIUM;HICE LA SOLICITUD Y NO OBTUVE RESPUESTA;ENTREGA DOCUMENTOS;39
CES-31275038;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;EXCELENTE ATENCION Y SOBRE TODO CALIDEZ;SIN COMENTARIO;39
1717620598309-31;DETRACTOR;Cambio De Condiciones(Disminucion De Plazo);CLASICO;QUE NO SE ACCEDIO A LA PETICION INICIAL;INCONFORMIDAD SERVICIO;39
1666121142940-17;DETRACTOR;Levantamiento De Hipoteca;CLASICO;por llego la escritura todavia favor no;ENTREGA DOCUMENTOS;39
CES-91078762;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no me dieron respuesta alo que solicite;DEMORA TRAMITE;39
CES-19103790;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;en eficiencia solicitado el proceso mas;DEMORA TRAMITE;39
1-43483145219;DETRACTOR;Copia De Documentos Cartera;PREMIUM;hice la y solicitud no obtuve respuesta;ENTREGA DOCUMENTOS;39
CES-31275038;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;y atencion excelente sobre todo calidez;SIN COMENTARIO;39
Ces-79656699;DETRACTOR;Certificaciones Especiales;CLASICO;Funcionarios mentirosos y sin escrupulos;INCONFORMIDAD SERVICIO;40
Ces-14947113;DETRACTOR;Certificaciones Especiales;CLASICO;Mala atencion,incumplimiento,malservicio;INCONFORMIDAD SERVICIO;40
1683563045332-85;DETRACTOR;Certificaciones Especiales;CLASICO;Nunca recibi mi paz y salvo en el correo;INCONFORMIDAD SERVICIO;40
1-98551330;DETRACTOR;Poderes Leasing;CLASICO;HOLA NO TENGO NINGUN LEASING CON USTEDES;OTRO;40
1707243532900-63;DETRACTOR;Certificaciones Especiales;INCLUSION;MI SOLICITUD NO OBTUVE RESPUESTA GRACIAS;INCONFORMIDAD SERVICIO;40
Pol-43818574;DETRACTOR;Poderes Leasing;PREMIUM;No pasar de un asesor a otro sin resolver;INCONFORMIDAD SERVICIO;41
Ces-1030550939;DETRACTOR;Certificaciones Especiales;CLASICO;No me han entregado la tarjeta de credito;OTRO;41
Ces-1082997479;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;Nunca recibi una respuesta a mi solicitud;FALTA DE RESPUESTA;41
1-36726578;DETRACTOR;Poderes Leasing;CLASICO;YO NO TENGO UN LEASING ACTIVO CON USTEDES;INCONFORMIDAD SERVICIO;41
1703006422549-01;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;POCO CONOCIMIENTO PARA RESOLVER PROBLEMAS;CLARIDAD INFORMACION;41
1-40600175600;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;.LA VERDAD MUY DESORDENADOS EN EL PROCESO;INCONFORMIDAD SERVICIO;41
1718375149090-05;DETRACTOR;Levantamiento De Hipoteca;CLASICO;. TODAVIA ESTAMOS EN EL PROCESO IMAGINESE;DEMORA TRAMITE;41
Ces-1082997479;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;nunca respuesta una recibi a mi solicitud;FALTA DE RESPUESTA;41
1703006422549-01;DETRACTOR;Levantamiento De Hipoteca;PREMIUM;poco para conocimiento resolver problemas;CLARIDAD INFORMACION;41
1718375149090-05;DETRACTOR;Levantamiento De Hipoteca;CLASICO;todavia el estamos en . proceso imaginese;DEMORA TRAMITE;41
Ces-5712017;DETRACTOR;Certificaciones Especiales;PREMIUM PLUS;Los intereses demasiado Altos.es una usura;OTRO;42
1671723124555-46;DETRACTOR;Levantamiento De Hipoteca;CLASICO;que los tramites sean mas faciles y agiles;DEMORA TRAMITE;42
1697652669112-36;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;LA COMUNICACION DEBE SER MUY CLARA SIEMPRE;CLARIDAD INFORMACION;42
CES-8064190;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;LLEVO UN MES ESPERANDO TARJETA DE CREDITO.;OTRO;42
1-40272218589;DETRACTOR;Levantamiento De Hipoteca;CLASICO;QUE TENGAN MAS ORGANIZACION EN LOS PRECIOS;OTRO;42
CES-30319203;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;ES LO PEOR NUNCA RECOMENDARIA A DAVIVIENDA;INCONFORMIDAD SERVICIO;42
1708633166364-98;DETRACTOR;Levantamiento De Hipoteca;CLASICO;QUE EL TIEMPO PARA RESPONDER SEA MAS CORTO;DEMORA TRAMITE;42
1710969677967-68;DETRACTOR;Levantamiento De Hipoteca;CLASICO;NO LO RECOMENDARIA JAMAS PESIMO DAVIVIENDA;INCONFORMIDAD SERVICIO;42
1671723124555-46;DETRACTOR;Levantamiento De Hipoteca;CLASICO;sean los tramites mas que faciles y agiles;DEMORA TRAMITE;42
1697652669112-36;DETRACTOR;Levantamiento Prenda Vehiculo;PREMIUM;muy comunicacion debe ser siempre clara la;CLARIDAD INFORMACION;42
1708633166364-98;DETRACTOR;Levantamiento De Hipoteca;CLASICO;que tiempo corto para responder sea mas el;DEMORA TRAMITE;42
1668799132500-78;DETRACTOR;Levantamiento De Hipoteca;CLASICO;ME FUE MUY MAL, Y FINALMENTE SI SE RESOLVIO;INCONFORMIDAD SERVICIO;43
Ces-1036617132;DETRACTOR;Certificaciones Especiales;CLASICO;No me ha llegado y lo solicite con urgencia;FALTA DE RESPUESTA;43
Pol-32791538;DETRACTOR;Poderes Leasing;CLASICO;No he recibido aun el documento solicitado.;DEMORA TRAMITE;43
Ces-1010199049;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;Nunca me llego la certificacion solicitada,;ENTREGA DOCUMENTOS;43
Ces-93136925;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;No lo he recibido y marco y no me responden;ENTREGA DOCUMENTOS;43
1680019105559-00;DETRACTOR;Levantamiento De Hipoteca;CLASICO;.que me hagan llegar la escritura en fisico;ENTREGA DOCUMENTOS;43
Ces-1128266889;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;No he contactado a davivienda el dia de hoy;SIN COMENTARIO;43
1700094102268-61;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;FUE DEMORADO LA RESPUESTA TARDO DOS SEMANAS;DEMORA TRAMITE;43
1-80266090;DETRACTOR;Poderes Leasing;CLASICO;ES MALISIMO NO PUEDE RECUPERA LA CUENTA UNO;OTRO;43
1-43481086223;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;MUY ENREDADOS CON ESO PARA HACER EL CREDITO;OTRO;43
1-40820097781;DETRACTOR;Perfeccionamiento De Leasing;CLASICO;EL TEMA DE LA ESCRITURACION CON 100 CUADRAS;INCONFORMIDAD SERVICIO;43
CES-1113658084;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;NO ME DIERON RESPUESTA A LO QUE YO SOLICITE;FALTA DE RESPUESTA;43
Ces-1036617132;DETRACTOR;Certificaciones Especiales;CLASICO;no me ha llegado y lo solicite con urgencia;FALTA DE RESPUESTA;43
Pol-32791538;DETRACTOR;Poderes Leasing;CLASICO;no he recibido aun el documento solicitado.;DEMORA TRAMITE;43
Ces-1010199049;DETRACTOR;Certificaciones Especiales Call Center;PREMIUM;me nunca llego la certificacion solicitada,;ENTREGA DOCUMENTOS;43
Ces-93136925;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no recibido he y y no marco lo me responden;ENTREGA DOCUMENTOS;43
1680019105559-00;DETRACTOR;Levantamiento De Hipoteca;CLASICO;.que me escritura en la llegar hagan fisico;ENTREGA DOCUMENTOS;43
Ces-1128266889;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no he contactado a dia el davivienda de hoy;SIN COMENTARIO;43
1700094102268-61;DETRACTOR;Levantamiento Prenda Vehiculo;CLASICO;fue demorado dos la tardo respuesta semanas;DEMORA TRAMITE;43
CES-1113658084;DETRACTOR;Certificaciones Especiales Call Center;CLASICO;no que dieron respuesta a lo solicite yo me;FALTA DE RESPUESTA;43
Ces-1070954846;DETRACTOR;Certificaciones Especiales;CLASICO;No solucionan los requerimientos solicitados;FALTA DE RESPUESTA;44
